"","Abutilon","Acacia.P","Acalypha","Acanthac","Acridoca","Adenia","Afrormos","Afzelia","Aizoacea","Alchorne","Allanbla","Allophyl","Amaranth","Anthonot","Antidesm","Antrocar","Arecacea","Artemisi","Asphodel","Avicenni","Balanite","Baphia.t","Barleria","Basilicu","Blephari","Blighia.","Bombax","Borassus","Borreria","Boscia.t","Bosqueia","Boswelli","Brachypt","Brachyst","Brassica","Bridelia","Burkea","Butyrosp","Cadaba","Caesalpi","Calamus","Calligon","Caloncob","Calvoa","Calycobo","Canthium","Capparis","Caryophy","Cassia.t","Ceiba.pe","Celastra","Celtis","Centaure","Chrozoph","Clausena","Cleome","Cnestis.","Coccinia","Coffea.t","Cola.nit","Combreta","Commicar","Composit","Composit.1","Composit.2","Conocarp","Corchoru","Crateva","Crossopt","Croton.t","Crudia.t","Cussonia","Cuviera","Cyperace","Danielli","Desplats","Detarium","Dialium.","Dictyand","Diospyro","Dodonaea","Dorsteni","Dracaena","Drosera","Elaeis.g","Entada.t","Ephedra","Ericacea","Erytroxy","Euphorbi","Euphorbi.1","Flabella","Flacourt","Funtumia","Gaertner","Galium","Gentiana","Gomphren","Graminea","Grewia","Gynandro","Harpulia","Hedera","Heeria","Heliotro","Heritier","Hygrophi","Hymenoca","Hyperica","Hyphaene","Hypoeste","Icacina","Ilex.cf.","Indigofe","Iodes","Irvingia","Isoberli","Ixora","Jatropha","Justicia","Kedrosti","Khaya","Klainean","Kohautia","Lannea","Leea","Leonotis","Lepidaga","Leptaulu","Leucas","Liliacea","Linocier","Lophira","Lythrace","Macarang","Maerua.t","Maesa","Mallotus","Mammea.P","Manilkar","Melochia","Mesanthe","Milletia","Mimosa.X","Mimusops","Mitracar","Moltkia","Morus.ty","Mussaend","Myrica","Myriophy","Nauclea.","Newbould","Nitraria","Nuphar.l","Ochna","Ochnacea","Ocimum","Olea","Olea.cap","Oleaceae","Osyris","Papilion","Parinari","Paullini","Pavetta","Peganum","Pentacle","Pentas","Petersia","Phyllant","Piliosti","Plantago","Plumbagi","Podocarp","Podocarp.1","Polycarp","Polyceph","Polygala","Polygonu","Polygonu.1","Protea","Pseudopr","Psorospe","Psychotr","Pterocar","Pterolob","Pycnanth","Ranuncul","Rhamnace","Rhizopho","Rhus","Rhynchos","Ricinus.","Rothmann","Rubiacea","Rubiacea.1","Rytigyni","Sabicea","Salix.cf","Salvador","Sapotace","Sauvages","Schreber","Scleroca","Securine","Sesbania","Sherbour","Sindora","Solanum","Spathode","Spondian","Spondias","Sterculi","Stereosp","Syzygium","Tamarind","Tapinant","Tarenna","Teclea.t","Tephrosi","Tetrorch","Thymelae","Tribulus","Trichili","Typha.an","Typha.la","Uapaca","Umbellif","Virectar","Vitaceae","Welwitsc","Ximenia.","Zanthoxy","Zygophyl","Indeterm","Sporomor","Pteris","Monolete","Monolete.1","Monolete.2","Monolete.3","Trilete.","Trilete..1","Trilete..2","Cyathea","Lycopodi","Lygodium","Nephrole","Osmunda","Cheilant","Pteridiu","Pityrogr","Selagine","Chron1"
"705",0,0,0,0,0,0,0,0,0,134,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,1,0,15,0,0,0,0,0,0,0,3,1,3,4,29,3,3,10,0,0,3,1,0,6,0,0,0,0,0,135875
"715",0,0,1,0,0,0,0,0,0,12,0,0,1,0,0,0,1,2,0,0,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,14,0,0,1,1,0,0,0,0,0,1,0,0,65,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,134,0,0,1,0,0,1,1,0,8,0,0,0,0,0,2,0,1,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,132,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,6,2,29,0,2,12,0,3,0,1,0,3,0,0,0,0,1,137625
"725",0,1,0,0,0,0,0,0,0,14,0,0,8,0,1,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,12,1,0,4,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,33,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,4,0,2,4,100,2,15,46,1,3,0,2,0,9,2,0,2,0,2,139375
"735",0,1,0,0,1,2,0,0,1,8,0,0,9,0,1,0,0,5,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,9,0,1,7,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,2,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,36,0,0,0,0,0,1,0,0,0,1,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,3,0,11,14,90,4,11,58,0,2,0,0,0,2,4,0,4,0,1,141125
"745",0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,4,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,105,1,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,161,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,0,0,0,0,0,0,0,0,0,1,0,0,0,2,77,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,11,0,0,0,0,0,0,0,4,1,30,33,200,6,59,208,8,11,3,3,0,10,2,0,5,0,13,0
"755",0,0,0,0,0,0,0,0,2,13,0,0,5,0,1,0,0,2,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,24,0,0,0,0,0,1,0,0,0,1,0,0,0,1,36,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,4,0,9,13,61,5,17,34,2,2,0,3,0,3,12,0,0,0,2,0
"763",0,0,0,0,0,0,0,1,1,17,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,2,1,3,0,0,0,1,0,0,0,5,2,6,20,90,6,14,53,3,9,0,1,0,1,20,0,1,0,2,0
"775",0,0,0,1,0,0,0,0,0,11,0,0,5,0,1,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,5,1,0,0,0,0,1,0,0,0,201,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,2,2,6,6,27,0,3,11,0,7,0,2,0,2,8,0,1,0,4,0
"785",0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,1,224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,169,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,1,1,0,0,4,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,10,0,3,2,29,2,10,8,1,7,1,3,0,0,8,0,0,0,2,0
"795",1,0,0,0,0,0,0,0,1,7,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,1,0,2,0,6,4,26,3,5,16,0,2,0,3,0,2,9,0,0,0,7,0
"805",0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,6,1,0,0,0,0,0,0,0,0,172,1,0,0,0,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,4,0,6,4,26,0,3,15,0,7,0,3,0,1,20,1,0,0,8,0
"815",0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,1,0,1,0,0,0,0,208,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,2,0,6,0,3,8,29,2,6,6,0,4,0,5,0,1,14,0,0,0,3,0
"825",0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,1,0,0,1,0,0,0,1,2,0,0,0,2,0,0,3,1,0,0,0,1,1,0,0,0,175,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,31,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,4,0,2,1,26,1,4,9,1,6,0,3,0,2,28,1,1,0,6,0
"835",0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,34,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,2,18,2,6,6,1,7,0,1,0,3,13,0,0,0,3,0
"845",0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,4,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,277,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,4,0,0,0,0,0,0,0,9,0,7,7,24,0,6,7,0,2,0,2,0,0,8,0,0,0,1,0
"855",0,0,0,0,0,0,0,0,1,10,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,54,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,1,0,5,1,4,1,29,1,4,5,0,6,0,2,0,1,10,0,0,0,4,0
"863",0,0,0,0,0,1,0,0,0,10,0,0,3,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,1,0,2,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,235,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7,0,0,0,0,0,0,1,2,2,7,5,28,1,6,5,0,4,0,4,0,0,10,0,0,0,5,0
"875",0,0,0,0,0,0,0,0,1,7,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,221,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,162,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,1,2,0,5,0,3,1,19,0,2,6,0,6,0,0,0,1,19,0,1,0,2,0
"885",0,0,1,0,0,0,0,0,0,6,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,247,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,105,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,9,0,5,0,0,0,0,0,0,1,9,1,7,3,23,0,11,6,1,5,1,1,0,2,19,2,0,0,1,0
"895",0,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,4,0,1,8,0,0,0,0,0,0,1,0,0,136,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,268,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0,2,0,10,6,27,0,11,8,0,11,0,9,0,1,16,0,1,0,8,0
"905",0,0,0,0,0,0,0,0,1,9,0,1,3,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,5,0,0,0,0,0,0,0,6,0,7,8,50,0,5,27,0,5,0,0,0,0,21,0,0,0,2,0
"915",0,1,0,0,0,0,0,0,0,14,0,1,0,0,0,0,1,10,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,116,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,11,0,0,0,0,0,0,0,3,0,3,8,45,0,6,16,0,3,0,7,0,0,11,0,0,0,5,0
