FAMILIES, ORIGINAL NAMES,PLANT HABIT,POLLEN HABIT,PROPOSED NAMES,HABIT
SAPOTACEAE,Chrysophyllum-type bengweolense,T,A,Chrysophyllum-type bangweolense,"small tree, up to 7 m high"
SAPOTACEAE,Bequaertiodendron,ST,A,Englerophytum,shrubs or trees
SAPOTACEAE,Manilkara,T(S),A,Manilkara-type,"unarmed trees, rarely shrubs"
SAPOTACEAE,Manilkara sp.,T(S),A,Manilkara-type,"unarmed trees, rarely shrubs"
SAPOTACEAE,Manilkara type,T(S),A,Manilkara-type,"unarmed trees, rarely shrubs"
SAPOTACEAE,Manilkara-type,T(S),A,Manilkara-type,"unarmed trees, rarely shrubs"
SAPOTACEAE,Manilkara butugi,T,A,Manilkara-type butugii,evergreen tall tree up to 30 m tall
SAPOTACEAE,Manilkara-type butugi,T,A,Manilkara-type butugii,evergreen tall tree up to 30 m tall
SAPOTACEAE,Manilkara-type butugii,T,A,Manilkara-type butugii,evergreen tall tree up to 30 m tall
SAPOTACEAE,Manilkara lacera,T,A,Manilkara-type obovata,medium-sized to tall tree up to 35 m tall
SAPOTACEAE,Manilkara-type lacera,T,A,Manilkara-type obovata,medium-sized to tall tree up to 35 m tall
SAPOTACEAE,Mimusops,ST,A,Mimusops-type,unarmed trees and shrubs
SAPOTACEAE,Mimusops type,ST,A,Mimusops-type,unarmed trees and shrubs
SAPOTACEAE,Mimusops-type,ST,A,Mimusops-type,unarmed trees and shrubs
SAPOTACEAE,type Mimusops,ST,A,Mimusops-type,unarmed trees and shrubs
SAPOTACEAE,Mimusops cf. kummel,T,A,Mimusops-type kummel,"evergreen small or medium-size tree, up to 25 m tall"
SAPOTACEAE,Mimusops kummel,T,A,Mimusops-type kummel,"evergreen small or medium-size tree, up to 25 m tall"
SAPOTACEAE,Mimusops-type kummel,T,A,Mimusops-type kummel,"evergreen small or medium-size tree, up to 25 m tall"
SAPOTACEAE,Anigera,ST,A,Pouteria-type,unarmed trees or shrubs
SAPOTACEAE,Aningeria,ST,A,Pouteria-type,unarmed trees or shrubs
SAPOTACEAE,Aningeria spp.,ST,A,Pouteria-type,unarmed trees or shrubs
SAPOTACEAE,Aningeria-type,ST,A,Pouteria-type,unarmed trees or shrubs
SAPOTACEAE,Aningeria cf. adolfi-friedericii,T,A,Pouteria-type adolfi-friedericii,evergreen tree up to 50 m tall
SAPOTACEAE,Cf Sapotaceae,ST,AL,Sapotaceae undiff.,trees or shrubs
SAPOTACEAE,Sapotaceae,ST,AL,Sapotaceae undiff.,trees or shrubs
SAPOTACEAE,Sapotaceae (type 4),ST,AL,Sapotaceae undiff.,trees or shrubs
SAPOTACEAE,Sapotaceae comp.,ST,AL,Sapotaceae undiff.,trees or shrubs
SAPOTACEAE,Sapotaceae undiff,ST,AL,Sapotaceae undiff.,trees or shrubs
SAPOTACEAE,Sapotaceae undiff.,ST,AL,Sapotaceae undiff.,trees or shrubs
SAPOTACEAE,Sapotaceae-type 1,ST,AL,Sapotaceae undiff.,trees or shrubs
SAPOTACEAE,Sapotaceae-type 4,ST,AL,Sapotaceae undiff.,trees or shrubs
SAPOTACEAE,Sapotacée (1),ST,AL,Sapotaceae undiff.,trees or shrubs
SAPOTACEAE,Sapotacées,ST,AL,Sapotaceae undiff.,trees or shrubs
SAPOTACEAE,cf Sideroxylon,ST,A,Sideroxylon-type,spiny or unarmed trees or shrubs
SAPOTACEAE,cf. Sideroxylon,ST,A,Sideroxylon-type,spiny or unarmed trees or shrubs
SAPOTACEAE,Sideroxylon,ST,A,Sideroxylon-type,spiny or unarmed trees or shrubs
SAPOTACEAE,Sideroxylon sp.,ST,A,Sideroxylon-type,spiny or unarmed trees or shrubs
SAPOTACEAE,Monotheca buxifolia,ST,A,Sideroxylon-type mascatense,spiny shrub or small tree up to 10 m tall
SAPOTACEAE,Sideroxylon oxyacantha,ST,A,Sideroxylon-type oxyacantha,"spiny shrub or small tree, up to 10 m tall"
SAPOTACEAE,Spiniluma oyacantha,ST,A,Sideroxylon-type oxyacantha,"spiny shrub or small tree, up to 10 m tall"
SAPOTACEAE,Spiniluma-type oxyacantha,ST,A,Sideroxylon-type oxyacantha,"spiny shrub or small tree, up to 10 m tall"
SAPOTACEAE,Afrosersalisia,ST,A,Synsepalum-type,shrubs or trees
SAPOTACEAE,T. Afrosersalisia,ST,A,Synsepalum-type,shrubs or trees
SAPOTACEAE,Pachystela brevipes,T,A,Synsepalum-type brevipes,small to medium-sized tree up to 35 m high
SAPOTACEAE,Sapotaceae retic.,,I,Undetermined,
SAPOTACEAE,Sapotaceae reticulated,,I,Undetermined,
SAPOTACEAE,Butyrospermum,T,A,Vitellaria-type paradoxa,tree up to 20 m tall
SAPOTACEAE,Butyrospermum-type paradoxum,T,A,Vitellaria-type paradoxa,tree up to 20 m tall
SARCOLAENACEAE,Sarcolaenaceae,ST,A,Sarcolaenaceae undiff.,shrubs or trees
SARCOLAENACEAE,"Sarcolaenaceae typeII (cf Leptolaena, Sarcolaena ou Rhodala)",ST,A,Sarcolaenaceae undiff.,shrubs or trees
SAXIFRAGACEAE,Saxifraga cf.,H,N,Saxifraga hederifolia,"perennial herb, 1-10 cm high (alpine habitats)"
SAXIFRAGACEAE,Saxifraga-type,H,N,Saxifraga hederifolia,"perennial herb, 1-10 cm high (alpine habitats)"
SAXIFRAGACEAE,Saxifragacees,H,N,Saxifragaceae undiff.,annual or perennial herbs
SAXIFRAGACEAE,Saxifragacées,H,N,Saxifragaceae undiff.,annual or perennial herbs
SCROPHULARIACEAE,Anticharis-type,H,N,Anticharis-type,erect annual herbs
SCROPHULARIACEAE,Buchnera,H(p),N,Buchnera-type,"annual or perennial herbs, sometimes hemi-parasitic"
SCROPHULARIACEAE,Buchnera-type pulchra,H,N,Buchnera-type cryptocephala,herb 30-60 cm high
SCROPHULARIACEAE,Celsia,H,N,Celsia,erect herbs
SCROPHULARIACEAE,Rhamphicarpa tubulosa,H,N,Cycnium tubulosum-type,perennial herb
SCROPHULARIACEAE,type Halleria,ST,A,Halleria,evergreen shrubs or small trees
SCROPHULARIACEAE,type Harveya,H,N,Harveya-type,herbs
SCROPHULARIACEAE,Linaria,H,N,Kickxia/Diclis,herbs or subshrubs
SCROPHULARIACEAE,Limosella sim.,Ha,Nq,Limosella-type,small aquatic or marsh herbs
SCROPHULARIACEAE,Lindernia (cf),Ha,Nq,Lindernia,"annual, sometimes perennial, aquatic herbs"
SCROPHULARIACEAE,Lindernia-type,Ha,Nq,Lindernia,"annual, sometimes perennial, aquatic herbs"
SCROPHULARIACEAE,type Bryodes,Ha,Nq,Lindernia,"annual, sometimes perennial, aquatic herbs"
SCROPHULARIACEAE,type Peplidium,H,N,Peplidium-type,herbs
SCROPHULARIACEAE,Rhamphicarpa,H,N,Rhamphicarpa,erect herbs
SCROPHULARIACEAE,scoparia,H,N,Scoparia-type dulcis,erect shrubby weed 30-90cm high
SCROPHULARIACEAE,Scoparia,H,N,Scoparia-type dulcis,erect shrubby weed 30-90cm high
SCROPHULARIACEAE,Scoparia dulcis,H,N,Scoparia-type dulcis,erect shrubby weed 30-90cm high
SCROPHULARIACEAE,Scoparia-type dulcis,H,N,Scoparia-type dulcis,erect shrubby weed 30-90cm high
SCROPHULARIACEAE,type Scoparia,H,N,Scoparia-type dulcis,erect shrubby weed 30-90cm high
SCROPHULARIACEAE,Cf Scrophulariaceae,HS(T),I,Scrophulariaceae undiff.,"herbs or shrubs, rarely small trees"
SCROPHULARIACEAE,Scroph-type,HS(T),I,Scrophulariaceae undiff.,"herbs or shrubs, rarely small trees"
SCROPHULARIACEAE,Scrophulariaceae,HS(T),I,Scrophulariaceae undiff.,"herbs or shrubs, rarely small trees"
SCROPHULARIACEAE,Scrophulariaceae (Africa),HS(T),I,Scrophulariaceae undiff.,"herbs or shrubs, rarely small trees"
SCROPHULARIACEAE,Scrophulariaceae tricolpate,HS(T),I,Scrophulariaceae undiff.,"herbs or shrubs, rarely small trees"
SCROPHULARIACEAE,Scrophulariaceae type,HS(T),I,Scrophulariaceae undiff.,"herbs or shrubs, rarely small trees"
SCROPHULARIACEAE,Scrophulariaceae undiff.,HS(T),I,Scrophulariaceae undiff.,"herbs or shrubs, rarely small trees"
SCROPHULARIACEAE,Scrophulariaceaea,HS(T),I,Scrophulariaceae undiff.,"herbs or shrubs, rarely small trees"
SCROPHULARIACEAE,Scrophulariaceae-type,HS(T),I,Scrophulariaceae undiff.,"herbs or shrubs, rarely small trees"
SCROPHULARIACEAE,Scrophuliaraceae,HS(T),I,Scrophulariaceae undiff.,"herbs or shrubs, rarely small trees"
SCROPHULARIACEAE,Scrophuliaraceae undiff.,HS(T),I,Scrophulariaceae undiff.,"herbs or shrubs, rarely small trees"
SCROPHULARIACEAE,Scrophularia type,H,N,Scrophularia-type arguta,"annual herb, 5-80 cm"
SCROPHULARIACEAE,Scrophularia-type,H,N,Scrophularia-type arguta,"annual herb, 5-80 cm"
SCROPHULARIACEAE,Sopubia,H(S),N,Sopubia-type,annual herbs or low perennial shrubs
SCROPHULARIACEAE,Sopubia parvifolia,H,N,Sopubia-type parviflora,"erect, slender branched annual herb, 30-60 cm high"
SCROPHULARIACEAE,Sopubia-type simplex,H,N,Sopubia-type simplex,"erect perennial herb with slender stems, 30-60 cm high"
SCROPHULARIACEAE,Stemodia serrata,H,N,Stemodia-type serrata,"erect, much-branched herb, 15-35 cm tall"
SCROPHULARIACEAE,Striga,H(p),N,Striga-type,"herbs, sometimes parasitic or hemi-parasitic (Cyperaceae, grasses)"
SCROPHULARIACEAE,Striga (cf),H(p),N,Striga-type,"herbs, sometimes parasitic or hemi-parasitic"
SCROPHULARIACEAE,Striga type,H(p),N,Striga-type,"herbs, sometimes parasitic or hemi-parasitic"
SCROPHULARIACEAE,Striga cf. hermontica,H(p),N,Striga-type hermonthica,"erect, much branched herb, 20-50 cm tall, usually parasiting roots of grasses"
SCROPHULARIACEAE,Veronica,H(S),I,Veronica,"annual or perennial herbs, sometimes shrubs"
SCYTOPETALACEAE,Scytopetalum,T,A,Scytopetalum-type,trees
SELAGINACEAE,Hebenstreitia,H,N,Hebenstretia,"annual or perennial herbs, subshrubs"
SELAGINACEAE,Hebenstreitia dentata,H,N,Hebenstretia dentata-type,perennial herb 30-60 cm tall
SELAGINACEAE,Selaginaceae,HS,I,Selaginaceae undiff.,"annual or perennial herbs, subshrubs or shrubs"
SELAGINACEAE,Selago-type,HS,I,Selago-type,"heath-like shrubs or undershrubs, or annual herbs"
SIMAROUBACEAE,Brucea,ST,A,Brucea,"shrubs or small trees, often unbranched"
SIMAROUBACEAE,Brucea sp.,ST,A,Brucea,"shrubs or small trees, often unbranched"
SIMAROUBACEAE,Brucea antidysenterica,ST,A,Brucea antidysenterica-type,evergreen shrub or small tree to 10 (-15) m tall
SIMAROUBACEAE,Brucea antidysenterica-type,ST,A,Brucea antidysenterica-type,evergreen shrub or small tree to 10 (-15) m tall
SIMAROUBACEAE,Hannoa,T,A,Hannoa,trees to 35 m high
SIMAROUBACEAE,Hannoa (cf),T,A,Hannoa,trees to 35 m high
SIMAROUBACEAE,Hannoa klaineana,T,A,Hannoa klaineana-type,large tree 40 m high
SIMAROUBACEAE,Hannoa undulata-type,ST,A,Hannoa undulata-type,shrub or tree
SIMAROUBACEAE,Harrisonia abyssinica,STL,AL,Harrisonia abyssinica,"small tree or shrub, frequently scandent, 1-13 m tall"
SIMAROUBACEAE,Harrisonia-type,STL,AL,Harrisonia abyssinica,"small tree or shrub, frequently scandent, 1-13 m tall"
SIMAROUBACEAE,Kirkia,ST,A,Kirkia,trees or shrubs
SIMAROUBACEAE,Simaroubaceae,ST,A,Simaroubaceae undiff.,trees or shrubs
SIMAROUBACEAE,Simarubaceae,ST,A,Simaroubaceae undiff.,trees or shrubs
SMILACACEAE,type Smilax,SL,AL,Smilax,climbing shrubs or lianes
SOLANACEAE,Capsicum,H,N,Capsicum,"annual or perennial herbs, or subshrubs"
SOLANACEAE,Datura,H,N,Datura,"annual or perennial herbs, sometimes suffrutices"
SOLANACEAE,T. Datura,H,N,Datura,"annual or perennial herbs, sometimes suffrutices "
SOLANACEAE,Hyosciamus,H,N,Hyoscyamus,herbs
SOLANACEAE,Hyoscyamus,H,N,Hyoscyamus,herbs
SOLANACEAE,Hyosciamus muticus-type,H,N,Hyoscyamus muticus-type,perennial herb with numerous erect stems
SOLANACEAE,Hysciamus cf. muticus,H,N,Hyoscyamus muticus-type,perennial herb with numerous erect stems
SOLANACEAE,Hyosciamus niger-type,H,N,Hyoscyamus niger-type,herb
SOLANACEAE,Lycium,S,A,Lycium,spiny shrubs
SOLANACEAE,Lycium sp.,S,A,Lycium,spiny shrubs
SOLANACEAE,type Lycium,S,A,Lycium,spiny shrubs
SOLANACEAE,Nicotiana tabacum,H,N,Nicotiana tabacum-type,robust annual herb up to 2 m
SOLANACEAE,Physalis angulata,H,N,Physalis-type angulata,erect annual herb  up to 1 m high
SOLANACEAE,Schwenkia americana,H,N,Schwenkia americana,erect herb
SOLANACEAE,Cf Solanaceae,HSTL,I,Solanaceae undiff.,"erect shrubs, small trees or sarmentous, lianes or herbs"
SOLANACEAE,Solanaceae,HSTL,I,Solanaceae undiff.,"erect shrubs, small trees or sarmentous, lianes or herbs"
SOLANACEAE,Solanaceae undiff.,HSTL,I,Solanaceae undiff.,"erect shrubs, small trees or sarmentous, lianes or herbs"
SOLANACEAE,cf. Solanum,HST,I,Solanum-type,"small trees, shrubs or herbs"
SOLANACEAE,Solanum,HST,I,Solanum-type,"small trees, shrubs or herbs"
SOLANACEAE,Solanum (Africa),HST,I,Solanum-type,"small trees, shrubs or herbs"
SOLANACEAE,Solanum type,HST,I,Solanum-type,"small trees, shrubs or herbs"
SOLANACEAE,Solanum-type,HST,I,Solanum-type,"small trees, shrubs or herbs"
SOLANACEAE,Solanum giganteum,ST,A,Solanum-type giganteum,shrub or tree up to 7.5 m high
SOLANACEAE,Solanum cf. nigrum,H,N,Solanum-type nigrum,herb 30-60 cm high
SOLANACEAE,Withania-type somnifera,,I,Withania-type somnifera,"perennial -Shrub, Dwarf shrub, Herb - Ht 0.2 - 2 m."
SOLANACEAE/EUPHORBIACEAE,Solanum / Ricinus,HSTL,I,Solanum/Ricinus communis,"herbs, shrubs, small trees, lianes"
SONNERATIACEAE,Sonneratia,ST,A,Sonneratia alba,evergreen shrub or tree up to 15 m tall
SPARGANIACEAE/POTEMOGETONACEAE,Sparganium/Potamogeton,Ha,Nq,Sparganium/Potamogeton,aquatic herbs
SPHAEROSEPALACEAE,Rhopalocarpus sp.,T,A,Rhopalocarpus,small to tall trees
SPHAEROSEPALACEAE,Rhopalocarpus similis,T,A,Rhopalocarpus similis-type,tree
SPHENOCLEACEAE,Sphenoclea,Ha,Nq,Sphenoclea,annual hygrophytic herbs
STERCULIACEAE,Byttneria,SL,AL,Byttneria,"shrubs or lianes, sometimes spiny"
STERCULIACEAE,Type Byttneria,SL,AL,Byttneria,"shrubs or lianes, sometimes spiny"
STERCULIACEAE,Cola caricaefolia,ST,A,Cola caricaefolia-type,shrub or small tree 1-2 m tall
STERCULIACEAE,Cola cf. cordifolia,T,A,Cola cordifolia-type,tree to 15 m high
STERCULIACEAE,Cola cordifolia,T,A,Cola cordifolia-type,tree to 15 m high
STERCULIACEAE,Cola cordifolia-type,T,A,Cola cordifolia-type,tree to 15 m high
STERCULIACEAE,Cola gigantea,T,A,Cola gigantea-type,deciduous tree 15-35 m tall
STERCULIACEAE,Cola gigantea-type,T,A,Cola gigantea-type,deciduous tree 15-35 m tall
STERCULIACEAE,Cola heterophylla,ST,A,Cola heterophylla-type,shrub or small tree 1-3 m tall
STERCULIACEAE,Cola,ST,A,Cola-type,trees or shrubs
STERCULIACEAE,Cola sp.,ST,A,Cola-type,trees or shrubs
STERCULIACEAE,Cola-type,ST,A,Cola-type,trees or shrubs
STERCULIACEAE,Type Cola,ST,A,Cola-type,trees or shrubs
STERCULIACEAE,Cola nitida,T,A,Cola-type nitida,tree up to 25 m high
STERCULIACEAE,Cola nitida-type,T,A,Cola-type nitida,tree up to 25 m high
STERCULIACEAE,Dombeya,ST,A,Dombeya-type,shrubs or small trees
STERCULIACEAE,Dombeya type,ST,A,Dombeya-type,shrubs or small trees
STERCULIACEAE,Dombeya-type,ST,A,Dombeya-type,shrubs or small trees
STERCULIACEAE,Sterculiaceae-Dombeya type,ST,A,Dombeya-type,shrubs or small trees
STERCULIACEAE,Type Dombeya,ST,A,Dombeya-type,shrubs or small trees
STERCULIACEAE,Dombeya cf. buetnerii,S,A,Dombeya-type buettneri,weedy shrub
STERCULIACEAE,Dombeya dawei,ST,A,Dombeya-type burgessiae,shrub or tree 2-4 m tall
STERCULIACEAE,Dombeya cf. D. goetzenii,ST,A,Dombeya-type goetzenii,shrub or tree up to 20 m high
STERCULIACEAE,Dombeya cf. goetzenii,ST,A,Dombeya-type goetzenii,shrub or tree up to 20 m high
STERCULIACEAE,Dombeya quinqueseta,ST,A,Dombeya-type quinqueseta,shrub or tree  to 4.5 m high
STERCULIACEAE,Dombeya cf. D. schimperiana,S,A,Dombeya-type schimperiana,shrub
STERCULIACEAE,Dombeya cf. schimperiana,S,A,Dombeya-type schimperiana,shrub
STERCULIACEAE,Dombeya cf. bruceana,ST,A,Dombeya-type torrida,shrub or tree 20 m tall
STERCULIACEAE,Dombeya cf. D. bruceana,ST,A,Dombeya-type torrida,shrub or tree 20 m tall
STERCULIACEAE,Heritiera,T,A,Heritiera littoralis,tree (mangrove)
STERCULIACEAE,Heritiera-type,T,A,Heritiera littoralis,tree (mangrove)
STERCULIACEAE,Cf Hermannia,H,N,Hermannia-type,herbs to suffrutices
STERCULIACEAE,Hermannia,H,N,Hermannia-type,herbs to suffrutices
STERCULIACEAE,Hermannia-type,H,N,Hermannia-type,herbs to suffrutices
STERCULIACEAE,Hildegardia barteri,T,A,Hildegardia-type barteri,tree up to 30 m high
STERCULIACEAE,Leptonychia,ST,A,Leptonychia,shrubs or small trees
STERCULIACEAE,,ST,A,Leptonychia multiflora-type,
STERCULIACEAE,Mansonia,T,A,Mansonia,trees
STERCULIACEAE,Mansonia-type,T,A,Mansonia,trees
STERCULIACEAE,Mansonia altissima-type,T,A,Mansonia altissima-type,deciduous tree to 30 m high
STERCULIACEAE,Mansonia cf altissima,T,A,Mansonia altissima-type,deciduous tree to 30 m high
STERCULIACEAE,Melhania denhamii,H,N,Melhania-type denhamii,"small shrublet, woody at the base"
STERCULIACEAE,Melhania denhamii-type,H,N,Melhania-type denhamii,"small shrublet, woody at the base"
STERCULIACEAE,Melochia,HS,I,Melochia,herbs or shrubs
STERCULIACEAE,Nesogordonia,T,A,Nesogordonia,trees
STERCULIACEAE,Nesogordonia papaverifera-type,T,A,Nesogordonia papaverifera-type,tree to about 30 m high
STERCULIACEAE,Nesogordonia papaveriflolia,T,A,Nesogordonia papaverifera-type,tree to about 30 m high
STERCULIACEAE,Nesogordonia papaverifolia,T,A,Nesogordonia papaverifera-type,tree to about 30 m high
STERCULIACEAE,Octolobus,T,A,Octolobus,trees
STERCULIACEAE,Sterculiaceae,ST(HL),I,Sterculiaceae undiff.,"trees, shrubs, exceptionally lianes or herbs"
STERCULIACEAE,Sterculiaceae undiff.,ST(HL),I,Sterculiaceae undiff.,"trees, shrubs, exceptionally lianes or herbs"
STERCULIACEAE,cf Sterculia,T,A,Sterculia-type,trees
STERCULIACEAE,Sterculia,T,A,Sterculia-type,trees
STERCULIACEAE,Sterculia sp.,T,A,Sterculia-type,trees
STERCULIACEAE,Sterculia-type,T,A,Sterculia-type,trees
STERCULIACEAE,Sterculia setigera,T,A,Sterculia-type setigera,deciduous tree to 12 m high
STERCULIACEAE,Sterculia setigira,T,A,Sterculia-type setigera,deciduous tree to 12 m high
STERCULIACEAE,Triplochiton,T,A,Triplochiton,large trees
STERCULIACEAE,Triplochyton,T,A,Triplochiton,large trees
STERCULIACEAE,Triplochiton scleroxylon,T,A,Triplochiton scleroxylon-type,large deciduous tree to 60 m high
STERCULIACEAE,Triplochiton scleroxylon-type,T,A,Triplochiton scleroxylon-type,large deciduous tree to 60 m high
STERCULIACEAE,Waltheria,H,N,Waltheria,herbs or suffrutices
STERCULIACEAE,Waltheria-type,H,N,Waltheria,herbs or sufrutices
STERCULIACEAE,Waltheria indica,H,N,Waltheria indica-type,"herb or suffrutice, 1.50 m tall"
TACCACEAE,Tacca,H,N,Tacca leontopetaloides,perennial erected herb up to 1.5 m
TACCACEAE,Tacca involucrata,H,N,Tacca leontopetaloides,perennial erected herb up to 1.5 m
TAMARICACEAE,Cf Tamarix,ST,A,Tamarix,shrubs or small trees
TAMARICACEAE,Tamaricaceae,ST,A,Tamarix,shrubs or small trees
TAMARICACEAE,Tamarix,ST,A,Tamarix,shrubs or small trees
TAMARICACEAE,Tamarix (Africa),ST,A,Tamarix,shrubs or small trees
TAMARICACEAE,Tamarix 3 esp,ST,A,Tamarix,shrubs or small trees
TAMARICACEAE,Tamarix trois espèces,ST,A,Tamarix,shrubs or small trees
TAMARICACEAE,Tamarix type,ST,A,Tamarix,shrubs or small trees
TAMARICACEAE,Tamarix senegalensis,ST,A,Tamarix senegalensis-type,twiggy shrub or small tree
TAXACEAE,cf. Taxus,ST,A,Taxus,evergreen tree or shrub
TAXACEAE,Taxus,ST,A,Taxus,evergreen tree or shrub
TAXACEAE,Taxus baccata,T,A,Taxus baccata-type,evergreen tree up to 15 m high
TAXODIACEAE,Taxodiaceae,T,A,Taxodiaceae undiff.,medium-sized to giant trees
THEACEAE,Asteropeia,T,A,Asteropeia,trees
THEACEAE,Cf Ficalhoa,T,A,Ficalhoa-type laurifolia,evergreen tree 2-36 m tall
THEACEAE,Ficalhoa,T,A,Ficalhoa-type laurifolia,evergreen tree 2-36 m tall
THEACEAE,Ficalhoa laurifolia,T,A,Ficalhoa-type laurifolia,evergreen tree 2-36 m tall
THEACEAE,Cf Theaceae,ST,A,Theaceae undiff.,"trees or shrubs, usually evergreen"
THEACEAE,Theaceae,ST,A,Theaceae undiff.,"trees or shrubs, usually evergreen"
THYMELAEACEAE,cf. Dicranolepis,ST,A,Dicranolepis-type,shrubs or small trees
THYMELAEACEAE,Gnidia,HST,I,Gnidia-type,"perennial herbs, evergreen small to large shrubs, or trees, often ""ericoid"""
THYMELAEACEAE,Gnidia-type,HST,I,Gnidia-type,"perennial herbs, evergreen small to large shrubs, or trees, often ""ericoid"""
THYMELAEACEAE,Gnidia cf. chrysantha,HS,I,Gnidia-type chrysantha,"perennial herb or small shrub, 0.15-1 m tall"
THYMELAEACEAE,Gnidia-type chrysantha,HS,I,Gnidia-type chrysantha,"perennial herb or small shrub, 0.15-1 m tall"
THYMELAEACEAE,Passerina,,A,Passerina montana,evergreen shrub
THYMELAEACEAE,Peddiea,ST,A,Peddiea,shrubs or small trees
THYMELAEACEAE,Thymelaea,H,N,Thymelaea,annual herbs or subshrubs
THYMELAEACEAE,Thymelaea sp.,H,N,Thymelaea,annual herbs or subshrubs
THYMELAEACEAE,Thymelaeaceae,ST(LH),I,Thymelaeaceae undiff.,"trees or shrubs, sometimes lianas (rarely perennial herbs)"
THYMELAEACEAE,Thymelaeaceae (Africa),ST(LH),I,Thymelaeaceae undiff.,"trees or shrubs, sometimes lianas (rarely perennial herbs)"
THYMELAEACEAE,Thymelaeaceae undiff.,ST(LH),I,Thymelaeaceae undiff.,"trees or shrubs, sometimes lianas (rarely perennial herbs)"
THYMELAEACEAE,Thymeleaceae,ST(LH),I,Thymelaeaceae undiff.,"trees or shrubs, sometimes lianas (rarely perennial herbs)"
THYMELAEACEAE,Thymeleaceae comp.,ST(LH),I,Thymelaeaceae undiff.,"trees or shrubs, sometimes lianas (rarely perennial herbs)"
THYMELAEACEAE,Thymeliaceae,ST(LH),I,Thymelaeaceae undiff.,"trees or shrubs, sometimes lianas (rarely perennial herbs)"
THYMELAEACEAE,Thymellaceae,ST(LH),I,Thymelaeaceae undiff.,"trees or shrubs, sometimes lianas (rarely perennial herbs)"
THYMELEACEAE,,ST,A,Gnidia-type glauca,
TILIACEAE,Christiana,ST,A,Christiana africana,tree or shrub 3-14 m tall
TILIACEAE,Christiana africana,ST,A,Christiana africana,tree or shrub 3-14 m tall
TILIACEAE,Christiana africana-type,ST,A,Christiana africana,tree or shrub 3-14 m tall
TILIACEAE,t.Christiana,ST,A,Christiana africana,tree or shrub 3-14 m tall
TILIACEAE,Clappertonia,ST,A,Clappertonia,shrubs or small trees
TILIACEAE,Clappertonia ficifolia,S,A,Clappertonia ficifolia-type,shrub 0.8-3 m tall
TILIACEAE,cf. Corchorus,H,N,Corchorus-type,annual or perennial herbs
TILIACEAE,Chorchorus,H,N,Corchorus-type,annual or perennial herbs
TILIACEAE,Chorcorus type,H,N,Corchorus-type,annual or perennial herbs
TILIACEAE,Corchorus,H,N,Corchorus-type,annual or perennial herbs
TILIACEAE,Corchorus type,H,N,Corchorus-type,annual or perennial herbs
TILIACEAE,Corchorus-type,H,N,Corchorus-type,annual or perennial herbs
TILIACEAE,Tiliacea cf Corcorus,H,N,Corchorus-type,annual or perennial herbs
TILIACEAE,Type Corchorus,H,N,Corchorus-type,annual or perennial herbs
TILIACEAE,Corchorus fascicularis,H,N,Corchorus-type fascicularis,erect to semi-prostrate annual herb with woody base to 1 m high
TILIACEAE,Corchorus-type fascicularis,H,N,Corchorus-type fascicularis,erect to semi-prostrate annual herb with woody base to 1 m high
TILIACEAE,Corchorus olitorius,H,N,Corchorus-type olitorius,annual herb to 2.5 m tall
TILIACEAE,Desplatia,ST(L),AL,Desplatsia-type,"trees or shrubs, sometimes more or less scandent"
TILIACEAE,Desplatsia,ST(L),AL,Desplatsia-type,"trees or shrubs, sometimes more or less scandent"
TILIACEAE,Elaeocarpus,ST,A,Elaeocarpus,trees or shrubs
TILIACEAE,Glyphaea,ST,A,Glyphaea brevis,shrub or tree 1.5-20 m tall
TILIACEAE,Glyphaea brevis,ST,A,Glyphaea brevis,shrub or tree 1.5-20 m tall
TILIACEAE,Grewia,STL,AL,Grewia-type,"small trees or shrubs, often scandent"
TILIACEAE,Grewia comp.,STL,AL,Grewia-type,"small trees or shrubs, often scandent"
TILIACEAE,Grewia sp.,STL,AL,Grewia-type,"small trees or shrubs, often scandent"
TILIACEAE,Grewia type,STL,AL,Grewia-type,"small trees or shrubs, often scandent"
TILIACEAE,Grewia-type,STL,AL,Grewia-type,"small trees or shrubs, often scandent"
TILIACEAE,T. Grewia,STL,AL,Grewia-type,"small trees or shrubs, often scandent"
TILIACEAE,Grewia cf. bicolor,S,A,Grewia-type bicolor,shrub or moderate-sized tree up to 9 m tall
TILIACEAE,Grewia cf. G. tenax,S(L),A,Grewia-type tenax,"shrub to 5 m tall, rarely scandent"
TILIACEAE,Grewia-type tenax,S(L),A,Grewia-type tenax,"shrub to 5 m tall, rarely scandent"
TILIACEAE,Grewia villosa,S,A,Grewia-type villosa,"coarse-leaved shrub, 3-4.5 m high"
TILIACEAE,Sparrmannia,HS,I,Sparrmannia-type,shrubs or herbs
TILIACEAE,Type Sparmannia,HS,I,Sparrmannia-type,shrubs or herbs
TILIACEAE,Tilia,T,A,Tilia,deciduous trees
TILIACEAE,Tilia sp.,T,A,Tilia,deciduous trees
TILIACEAE,Type Tilia,T,A,Tilia,deciduous trees
TILIACEAE,Tilia cf. rubra,T,A,Tilia rubra-type,deciduous tree
TILIACEAE,Cf Tiliaceae,ST(HL),I,Tiliaceae undiff.,"trees, shrubs sometimes scandent, subshrubs or less often annual or perennial herbs"
TILIACEAE,Tiliaceae,ST(HL),I,Tiliaceae undiff.,"trees, shrubs sometimes scandent, subshrubs or less often annual or perennial herbs"
