FAMILIES, ORIGINAL NAMES,PLANT HABIT,POLLEN HABIT,PROPOSED NAMES,HABIT
CAESALPINIACEAE,Cryptosepalum-type,ST,A,Cryptosepalum,"unarmed subshrubs, shrubs or trees"
CAESALPINIACEAE,Cynometra-type,T,A,Cynometra-type,unarmed normally evergreen trees
CAESALPINIACEAE,Cynometra-type hankei,T,A,Cynometra-type hankei,non-climbing tree 20-45 m tall
CAESALPINIACEAE,Daniella,T,A,Daniellia,unarmed evergreen or deciduous trees
CAESALPINIACEAE,Daniellia,T,A,Daniellia,unarmed evergreen or deciduous trees
CAESALPINIACEAE,Daniellia-type,T,A,Daniellia,unarmed evergreen or deciduous trees
CAESALPINIACEAE,Daniellia oliveri,T,A,Daniellia oliveri-type,deciduous tree 9-25(-45) m high
CAESALPINIACEAE,Daniella thurifera,T,A,Daniellia thurifera-type,tree to 50 m high
CAESALPINIACEAE,Delonix,T,A,Delonix,unarmed trees
CAESALPINIACEAE,Delonix-type,T,A,Delonix,unarmed trees
CAESALPINIACEAE,Delonix elata,T,A,Delonix elata-type,deciduous tree 2.5-15 m high
CAESALPINIACEAE,Delonix regia,T,A,Delonix regia-type,"ornemental, deciduous spreading tree"
CAESALPINIACEAE,Delonix regia-type,T,A,Delonix regia-type,"ornemental, deciduous spreading tree"
CAESALPINIACEAE,Detarium,T,A,Detarium,trees
CAESALPINIACEAE,Detarium-type,T,A,Detarium,trees
CAESALPINIACEAE,Detarium senegalense,T,A,Detarium senegalense-type,tree 9-36 m high
CAESALPINIACEAE,Detarium senegalense-type,T,A,Detarium senegalense-type,tree 9-36 m high
CAESALPINIACEAE,Cf Dialium,T(S),A,Dialium,"trees or (rarely) large shrubs, not climbing, unarmed"
CAESALPINIACEAE,Dalium,T(S),A,Dialium,"trees or (rarely) large shrubs, not climbing, unarmed"
CAESALPINIACEAE,Dialium,T(S),A,Dialium,"trees or (rarely) large shrubs, not climbing, unarmed"
CAESALPINIACEAE,Dialium type,T(S),A,Dialium,"trees or (rarely) large shrubs, not climbing, unarmed"
CAESALPINIACEAE,Dialium-type,T(S),A,Dialium,"trees or (rarely) large shrubs, not climbing, unarmed"
CAESALPINIACEAE,Dialium dinklangei,T,A,Dialium dinklagei-type,tree to 20 m high
CAESALPINIACEAE,Dalium guineense,T,A,Dialium guineense-type,"tree to 18 m high, bur often shrubby"
CAESALPINIACEAE,Dialium guineense,T,A,Dialium guineense-type,"tree to 18 m high, bur often shrubby"
CAESALPINIACEAE,Dialium guineense-type,T,A,Dialium guineense-type,"tree to 18 m high, bur often shrubby"
CAESALPINIACEAE,Dialium guineensis,T,A,Dialium guineense-type,"tree to 18 m high, bur often shrubby"
CAESALPINIACEAE,Dialium-type guineense,T,A,Dialium guineense-type,"tree to 18 m high, bur often shrubby"
CAESALPINIACEAE,Dialium pachyphyllum-type,T,A,Dialium pachyphyllum-type,tree 8-20 m tall
CAESALPINIACEAE,Didelotia-type,ST,A,Didelotia-type,trees or shrubs
CAESALPINIACEAE,Distemonanthus benthamianus-type,T,A,Distemonanthus benthamianus,tree to 36 m high
CAESALPINIACEAE,Duparquetia,ST(L),AL,Duparquetia orchidacea,"shrub, usually climbing, or tree 2-6 m tall"
CAESALPINIACEAE,Erythrophleum,T,A,Erythrophleum-type,unarmed trees
CAESALPINIACEAE,Erythrophleum sp.,T,A,Erythrophleum-type,unarmed trees
CAESALPINIACEAE,Erythrophleum-type,T,A,Erythrophleum-type,unarmed trees
CAESALPINIACEAE,Erytrophleum sp.,T,A,Erythrophleum-type,unarmed trees
CAESALPINIACEAE,Erythrophleum ivorense,T,A,Erythrophleum-type ivorense,large tree to 40 m high
CAESALPINIACEAE,Gibretiodendron type,T,A,Gilbertiodendron-type,trees
CAESALPINIACEAE,Giertiodendron,T,A,Gilbertiodendron-type,trees
CAESALPINIACEAE,Gilbertiodendron,T,A,Gilbertiodendron-type,trees
CAESALPINIACEAE,Gilbertiodendron-type,T,A,Gilbertiodendron-type,trees
CAESALPINIACEAE,Gilbertiodendron-type mayombense,T,A,Gilbertiodendron-type mayombense,tree 6-20 m tall
CAESALPINIACEAE,Griffonia simplicifolia,S,A,Grifffonia simplicifolia-type,non-climbing shrub
CAESALPINIACEAE,Guibortia-type,T,A,Guibourtia,unarmed evergreen trees
CAESALPINIACEAE,Guibourtia,T,A,Guibourtia,unarmed evergreen trees
CAESALPINIACEAE,Guibourtia type,T,A,Guibourtia,unarmed evergreen trees
CAESALPINIACEAE,Guibourtia-type,T,A,Guibourtia,unarmed evergreen trees
CAESALPINIACEAE,Guibourtia demeusei-type,T,A,Guibourtia demeusei-type,tree 25-40 m tall
CAESALPINIACEAE,Guibourtia demeusii-type,T,A,Guibourtia demeusei-type,tree 25-40 m tall
CAESALPINIACEAE,Guibourtia-type demeusei,T,A,Guibourtia demeusei-type,tree 25-40 m tall
CAESALPINIACEAE,Guibourtia-type demeusii,T,A,Guibourtia demeusei-type,tree 25-40 m tall
CAESALPINIACEAE,Hylodendron gabunense,T,A,Hylodendron gabunense,tree 20-30 m tall
CAESALPINIACEAE,Hymenostegia,ST,A,Hymenostegia-type,trees or shrubs
CAESALPINIACEAE,Hymenostegia-type,ST,A,Hymenostegia-type,trees or shrubs
CAESALPINIACEAE,Hymenostegia pellegrini,T,A,Hymenostegia-type pellegrinii,tree
CAESALPINIACEAE,Hymenostegia pellegrini-type,T,A,Hymenostegia-type pellegrinii,tree
CAESALPINIACEAE,Hymenostegia-type pellegrini,T,A,Hymenostegia-type pellegrinii,tree
CAESALPINIACEAE,Hymenostegia-type pellegrinii,T,A,Hymenostegia-type pellegrinii,tree
CAESALPINIACEAE,Hymenostegia-type pellegrini-type,T,A,Hymenostegia-type pellegrinii,tree
CAESALPINIACEAE,cf. Isoberlinia,T,A,Isoberlinia-type,deciduous unarmed trees
CAESALPINIACEAE,Isoberlinia,T,A,Isoberlinia-type,deciduous unarmed trees
CAESALPINIACEAE,Isoberlinia type,T,A,Isoberlinia-type,deciduous unarmed trees
CAESALPINIACEAE,Isoberlinia-type,T,A,Isoberlinia-type,deciduous unarmed trees
CAESALPINIACEAE,Isorbelinia,T,A,Isoberlinia-type,deciduous unarmed trees
CAESALPINIACEAE,Isorberlinia,T,A,Isoberlinia-type,deciduous unarmed trees
CAESALPINIACEAE,Isoberlinia doka,T,A,Isoberlinia-type doka,deciduous tree 10-18 m high or more
CAESALPINIACEAE,Isomacrolobium,ST,A,Isomacrolobium-type,shrubs or small trees
CAESALPINIACEAE,Julbernardia,ST(H),A,Julbernardia-type,"perennial non-climbing shrubs or trees, rarely herbs (J. gossweileri)"
CAESALPINIACEAE,Julbernardia-type1,ST(H),A,Julbernardia-type,"perennial non-climbing shrubs or trees, rarely herbs (J. gossweileri)"
CAESALPINIACEAE,Julbernardia-type2,ST(H),A,Julbernardia-type,"perennial non-climbing shrubs or trees, rarely herbs (J. gossweileri)"
CAESALPINIACEAE,Julbernardia-type paniculata,T,A,Julbernardia-type paniculata,"evergreen, flat-topped tree 2-20 m high"
CAESALPINIACEAE,Julbernardia-type panniculata,T,A,Julbernardia-type paniculata,"evergreen, flat-topped tree 2-20 m high"
CAESALPINIACEAE,Julbernardia seretii-type,T,A,Julbernardia-type seretii,tree to 40 m high
CAESALPINIACEAE,Leonardoxa-type,ST,A,Leonardoxa,trees or shrubs
CAESALPINIACEAE,Loenosera,ST,A,Loesenera-type,shrubs or trees
CAESALPINIACEAE,Loesenera-type,ST,A,Loesenera-type,shrubs or trees
CAESALPINIACEAE,Loeserna type,ST,A,Loesenera-type,shrubs or trees
CAESALPINIACEAE,Loesonera-type,ST,A,Loesenera-type,shrubs or trees
CAESALPINIACEAE,Loserna type,ST,A,Loesenera-type,shrubs or trees
CAESALPINIACEAE,Mezoneuron,SL,AL,Mezoneuron-type,"climbing shrubs, usually armed with prickles"
CAESALPINIACEAE,Mezoneuron type,SL,AL,Mezoneuron-type,"climbing shrubs, usually armed with prickles"
CAESALPINIACEAE,Mezoneuron-type,SL,AL,Mezoneuron-type,"climbing shrubs, usually armed with prickles"
CAESALPINIACEAE,Microberlinia type,T,A,Microberlinia-type,large trees
CAESALPINIACEAE,Monopetalanthus,T,A,Monopetalanthus-type,unarmed evergreen trees
CAESALPINIACEAE,Monopetalanthus-type,T,A,Monopetalanthus-type,unarmed evergreen trees
CAESALPINIACEAE,Oxystigma,T,A,Oxystigma-type,unarmed evergreen trees
CAESALPINIACEAE,Paramacrolobium,T,A,Paramacrolobium coeruleum,"unarmed evergreen tree 5-40 m high, usually 5-15 m"
CAESALPINIACEAE,Parkinsonia,ST,A,Parkinsonia,"shrubs or small trees, not climbing, armed with spines"
CAESALPINIACEAE,Parkinsonia-type,ST,A,Parkinsonia,"shrubs or small trees, not climbing, armed with spines"
CAESALPINIACEAE,Parkinsonia aculeata,ST,A,Parkinsonia aculeata-type,spiny evergreen shrub or small tree up to 6 m high
CAESALPINIACEAE,Pellegriniodendon diphyllum,T,A,Pelligriniodendron-type diphyllum,understorey tree to 24 m high
CAESALPINIACEAE,Pellegriniodendron diphyllum,T,A,Pelligriniodendron-type diphyllum,understorey tree to 24 m high
CAESALPINIACEAE,Peltophorum,T,A,Peltophorum africanum,tree 5 to 10 m tall
CAESALPINIACEAE,cf. Piliostigma,T,A,Piliostigma,small deciduous trees
CAESALPINIACEAE,Piliostigma,T,A,Piliostigma,small deciduous trees
CAESALPINIACEAE,Pillestigma,T,A,Piliostigma,small deciduous trees
CAESALPINIACEAE,Piliostigma reticulatum,T,A,Piliostigma reticulatum-type,tree to 10 m high
CAESALPINIACEAE,Piliostigma reticulatus,T,A,Piliostigma reticulatum-type,tree to 10 m high
CAESALPINIACEAE,Piliostigma thonningii,T,A,Piliostigma thonningii-type,"deciduous tree, rarely shrubby, 3-10 m high"
CAESALPINIACEAE,Piliostigma thonningii-type,T,A,Piliostigma thonningii-type,"deciduous tree, rarely shrubby, 3-10 m high"
CAESALPINIACEAE,Pterilobium stellatum,SL,AL,Pterolobium stellatum,climbing or straggling shrub 2-15 m high
CAESALPINIACEAE,Pterolobium,SL,AL,Pterolobium stellatum,climbing or straggling shrub 2-15 m high
CAESALPINIACEAE,Pterolobium stelatum,SL,AL,Pterolobium stellatum,climbing or straggling shrub 2-15 m high
CAESALPINIACEAE,Pterolobium stellatum,SL,AL,Pterolobium stellatum,climbing or straggling shrub 2-15 m high
CAESALPINIACEAE,Pterotolium,SL,AL,Pterolobium stellatum,climbing or straggling shrub 2-15 m high
CAESALPINIACEAE,Schotia,T,A,Schotia,non climbing trees
CAESALPINIACEAE,Scorodophloeus zenkeri-type,T,A,Scorodophloeus-type zenkeri, tree to 25-40 m tall
CAESALPINIACEAE,Sindora,T,A,Sindora klaineana,tree
CAESALPINIACEAE,Stachyothyrsus,T,A,Stachyothyrsus,trees
CAESALPINIACEAE,Tamarindus/Cryptosepalum,ST,A,Tamarindus/Cryptosepalum,trees and shrubs
CAESALPINIACEAE,cf. Tamarindus indica,T,A,Tamarindus-type indica,unarmed evergreen tree 3-24 m high
CAESALPINIACEAE,Tamarindus,T,A,Tamarindus-type indica,unarmed evergreen tree 3-24 m high
CAESALPINIACEAE,Tamarindus indica,T,A,Tamarindus-type indica,unarmed evergreen tree 3-24 m high
CAESALPINIACEAE,Tamarindus indicum,T,A,Tamarindus-type indica,unarmed evergreen tree 3-24 m high
CAESALPINIACEAE,Tamarindus type indica,T,A,Tamarindus-type indica,unarmed evergreen tree 3-24 m high
CAESALPINIACEAE,Tamarindus-type indica,T,A,Tamarindus-type indica,unarmed evergreen tree 3-24 m high
CAESALPINIACEAE,Tessmania-type,T,A,Tessmannia,unarmed evergreen trees
CAESALPINIACEAE,Tessmannia,T,A,Tessmannia,unarmed evergreen trees
CAESALPINIACEAE,Brachystegia,T,,,trees 
CAMPANULACEAE,Campanulacea,H(S),I,Campanulaceae undiff.,"herbs, subshrubs, rarely small shrubs"
CAMPANULACEAE,Campanulaceae,H(S),I,Campanulaceae undiff.,"herbs, subshrubs, rarely small shrubs"
CAMPANULACEAE,Campanulaceae type,H(S),I,Campanulaceae undiff.,"herbs, subshrubs, rarely small shrubs"
CAMPANULACEAE,Campanula,H,N,Campanula-type,"annual or perennial herbs, rarely subshrubs"
CAMPANULACEAE,Campanula type,H,N,Campanula-type,"annual or perennial herbs, rarely subshrubs"
CAMPANULACEAE,Campanula-type,H,N,Campanula-type,"annual or perennial herbs, rarely subshrubs"
CAMPANULACEAE,Canarina,H(ep),N,Canarina,terrestrial or epiphytic perennial herbs
CAMPANULACEAE,Canarina eleguntissima-type,H(ep),N,Canarina eminii-type,epiphytic or terrestrial herb
CAMPANULACEAE,Lightfootia,HS,I,Wahlenbergia-type,"annual or perennial herbs, subshrubs or small shrubs"
CAMPANULACEAE,Lightfootia comp.,HS,I,Wahlenbergia-type,"annual or perennial herbs, subshrubs or small shrubs"
CAMPANULACEAE,Wahlenbergia,HS,I,Wahlenbergia-type,"annual or perennial herbs, subshrubs or small shrubs"
CANNABICACEAE,Cannabis,H,N,Cannabis sativa,erect annual aromatic herb 0.9-4.5 m tall
CANNABICACEAE,Cannabis t.,H,N,Cannabis sativa,erect annual aromatic herb 0.9-4.5 m tall
CANNABICACEAE,Cannabis-type,H,N,Cannabis sativa,erect annual aromatic herb 0.9-4.5 m tall
CANNABICACEAE,Canabis/Humulus,H(L),NL,Cannabis/Humulus,erect annual herb or  climbing perennial herbs
CANNABICACEAE,Cannabis/Humulus,H(L),NL,Cannabis/Humulus,erect annual herb or  climbing perennial herbs
CAPPARIDACEAE,Boscia/Cadaba,ST,A,Boscia/Cadaba,shrubs or small trees
CAPPARIDACEAE,type Boscia/Cadaba,ST,A,Boscia/Cadaba,shrubs or small trees
CAPPARIDACEAE,type Cadaba/Boscia,ST,A,Boscia/Cadaba,shrubs or small trees
CAPPARIDACEAE,Boscia,ST,A,Boscia-type,shrubs or small trees
CAPPARIDACEAE,Boscia-type,ST,A,Boscia-type,shrubs or small trees
CAPPARIDACEAE,Cf Boscia,ST,A,Boscia-type,shrubs or small trees
CAPPARIDACEAE,Boscia angustifolia,ST,A,Boscia-type angustifolia,evergreen shrub or small tree 2-8 m tall
CAPPARIDACEAE,Boscia senegalensis,ST,A,Boscia-type senegalensis,shrub or small tree up to 4 m tall
CAPPARIDACEAE,Buchholzia,T,A,Buchholzia,shrubs or trees to 20 m
CAPPARIDACEAE,Bucholzia type,T,A,Buchholzia,shrubs or trees to 20 m
CAPPARIDACEAE,Bucolzia,T,A,Buchholzia,shrubs or trees to 20 m
CAPPARIDACEAE,Bucolzia type,T,A,Buchholzia,shrubs or trees to 20 m
CAPPARIDACEAE,Cuchholzia-type,T,A,Buchholzia,shrubs or trees to 20 m
CAPPARIDACEAE,Cadaba,S(T),A,Cadaba-type,"shrubs, rarely small trees, without spines"
CAPPARIDACEAE,Cadaba sp.,S(T),A,Cadaba-type,"shrubs, rarely small trees, without spines"
CAPPARIDACEAE,Cadaba farinosa,S,A,Cadaba-type farinosa,shrub 1-5 m tall
CAPPARIDACEAE,Cadaba cf. C. glandulosa,S,A,Cadaba-type glandulosa,small dense shrub 0.5-3 m tall
CAPPARIDACEAE,Cadaba glandulosa,S,A,Cadaba-type glandulosa,small dense shrub 0.5-3 m tall
CAPPARIDACEAE,Cadaba cf. C. rotundifolia,S,A,Cadaba-type rotundifolia,small evergreen shrub up to 2 m tall
CAPPARIDACEAE,Cadaba rotundifolia,S,A,Cadaba-type rotundifolia,small evergreen shrub up to 2 m tall
CAPPARIDACEAE,Capparaceae,HST(L),I,Capparidaceae undiff.,"herbs, shrubs or trees, sometimes scrambling or climbing with or without thorns"
CAPPARIDACEAE,Capparacées (?),HST(L),I,Capparidaceae undiff.,"herbs, shrubs or trees, sometimes scrambling or climbing with or without thorns"
CAPPARIDACEAE,Capparidaceae,HST(L),I,Capparidaceae undiff.,"herbs, shrubs or trees, sometimes scrambling or climbing with or without thorns"
CAPPARIDACEAE,Capparidaceae indéterminées,HST(L),I,Capparidaceae undiff.,"herbs, shrubs or trees, sometimes scrambling or climbing with or without thorns"
CAPPARIDACEAE,Capparidaceae sp,HST(L),I,Capparidaceae undiff.,"herbs, shrubs or trees, sometimes scrambling or climbing with or without thorns"
CAPPARIDACEAE,Capparidaceae undiff.,HST(L),I,Capparidaceae undiff.,"herbs, shrubs or trees, sometimes scrambling or climbing with or without thorns"
CAPPARIDACEAE,Capparidacées,HST(L),I,Capparidaceae undiff.,"herbs, shrubs or trees, sometimes scrambling or climbing with or without thorns"
CAPPARIDACEAE,Capparis/Crateva,HST(L),I,Capparidaceae undiff.,"herbs, shrubs or trees, sometimes scrambling or climbing with or without thorns"
CAPPARIDACEAE,Cf Cadaba/Maerua,HST(L),I,Capparidaceae undiff.,
CAPPARIDACEAE,Cf Capparidaceae,HST(L),I,Capparidaceae undiff.,"herbs, shrubs or trees, sometimes scrambling or climbing with or without thorns"
CAPPARIDACEAE,type Cadaba/Maerua,HST(L),I,Capparidaceae undiff.,"herbs, shrubs or trees, sometimes scrambling or climbing with or without thorns"
CAPPARIDACEAE,Capparis,S(TL),AL,Capparis,"thorny shrubs, branches often climbing, rarely small trees"
CAPPARIDACEAE,Capparis sp.,S(TL),AL,Capparis,"thorny shrubs, branches often climbing, rarely small trees"
CAPPARIDACEAE,Cf Capparis,SL(T),AL,Capparis,"thorny shrubs, branches often climbing, rarely small trees"
CAPPARIDACEAE,type Capparis,SL(T),AL,Capparis,"thorny shrubs, branches often climbing, rarely small trees"
CAPPARIDACEAE,Capparis cartilaginea,S(L),AL,Capparis cartilaginea-type,spreading or scrambling shrub 05-4 m high
CAPPARIDACEAE,Capparis cf. decidua,S,A,Capparis decidua-type,large shrub 2-3 m tall
CAPPARIDACEAE,Capparis decidua,S,A,Capparis decidua-type,large shrub 2-3 m tall
CAPPARIDACEAE,Capparis erythrocarpos,SL,AL,Capparis erythrocarpos-type,"climbing shrub, up to 2 m tall"
CAPPARIDACEAE,Capparis cf. fascicularis,SL(T),AL,Capparis fascicularis-type,"scrambling shrub, rarely smal tree, 3-4 m tall"
CAPPARIDACEAE,Capparis fascicularis,SL(T),AL,Capparis fascicularis-type,"scrambling shrub, rarely smal tree, 3-4 m tall"
CAPPARIDACEAE,Capparis fascicularis-type,SL(T),AL,Capparis fascicularis-type,"scrambling shrub, rarely smal tree, 3-4 m tall"
CAPPARIDACEAE,Capparis corymbosa,S(L),AL,Capparis sepiaria-type,"spreading or scrambring shrub, 3-6 m tall"
CAPPARIDACEAE,Capparis cf. tomentosa,SL,AL,Capparis tomentosa-type,richly-branched scrambling shrub 3-4 m tall
CAPPARIDACEAE,Capparis tomentosa,SL,AL,Capparis tomentosa-type,richly-branched scrambling shrub 3-4 m tall
CAPPARIDACEAE,Capparis tomentosa-type,SL,AL,Capparis tomentosa-type,richly-branched scrambling shrub 3-4 m tall
CAPPARIDACEAE,Cf Gynandropsis,H,N,Cleome-type,"annual or perennial herbs, sometimes woody at base"
CAPPARIDACEAE,cf. Cleome,H,N,Cleome-type,"annual or perennial herbs, sometimes woody at base"
CAPPARIDACEAE,cf. Gynandropsis,H,N,Cleome-type,"annual or perennial herbs, sometimes woody at base"
CAPPARIDACEAE,Cleome,H,N,Cleome-type,"annual or perennial herbs, sometimes woody at base"
CAPPARIDACEAE,Cleome non arabica,H,N,Cleome-type,"annual or perennial herbs, sometimes woody at base"
CAPPARIDACEAE,Cleome sp.,H,N,Cleome-type,"annual or perennial herbs, sometimes woody at base"
CAPPARIDACEAE,Cleome1,H,N,Cleome-type,"annual or perennial herbs, sometimes woody at base"
CAPPARIDACEAE,Cleome2,H,N,Cleome-type,"annual or perennial herbs, sometimes woody at base"
CAPPARIDACEAE,Cleome-type,H,N,Cleome-type,"annual or perennial herbs, sometimes woody at base"
CAPPARIDACEAE,Gynandropsis,H,N,Cleome-type,"annual or perennial herbs, sometimes woody at base"
CAPPARIDACEAE,Gynandropsis-type,H,N,Cleome-type,"annual or perennial herbs, sometimes woody at base"
CAPPARIDACEAE,type Cleome,H,N,Cleome-type,"annual or perennial herbs, sometimes woody at base"
CAPPARIDACEAE,type Cleome/Gynandropsis,H,N,Cleome-type,"annual or perennial herbs, sometimes woody at base"
CAPPARIDACEAE,Cleome arabica,H,N,Cleome-type arabica,"glandulous, viscous herb"
CAPPARIDACEAE,Cleome cf. arabica,H,N,Cleome-type arabica,"glandulous, viscous herb"
CAPPARIDACEAE,Cleome brachycarpa type,H,N,Cleome-type brachycarpa,"annual or perennial herb, up to 30 cm tall"
CAPPARIDACEAE,Cleome brachycarpa-type,H,N,Cleome-type brachycarpa,"annual or perennial herb, up to 30 cm tall"
CAPPARIDACEAE,Cleome cf. brachycarpa,H,N,Cleome-type brachycarpa,"annual or perennial herb, up to 30 cm tall"
CAPPARIDACEAE,Cleome-type brachycapra,H,N,Cleome-type brachycarpa,"annual or perennial herb, up to 30 cm tall"
CAPPARIDACEAE,Cleome-type brachycarpa,H,N,Cleome-type brachycarpa,"annual or perennial herb, up to 30 cm tall"
CAPPARIDACEAE,Cleome cf. chrysantha,H,N,Cleome-type chrysantha,"annual, sometimes short-lived perennial herb, 20 cm tall"
CAPPARIDACEAE,Cleome chrysantha,H,N,Cleome-type chrysantha,"annual, sometimes short-lived perennial herb, 20 cm tall"
CAPPARIDACEAE,Cleome gynandra-type,H,N,Cleome-type gynandra,"erect annual herb, up to 50 cm tall"
CAPPARIDACEAE,Gynandropsis gynandra,H,N,Cleome-type gynandra,"erect annual herb, up to 50 cm tall"
CAPPARIDACEAE,Gynandropsis-type gynandra,H,N,Cleome-type gynandra,"erect annual herb, up to 50 cm tall"
CAPPARIDACEAE,Cleome monophylla,H,N,Cleome-type monophylla,annual erect herb branching up to  60 cm
CAPPARIDACEAE,Cleome cf. parvipetala,H,N,Cleome-type parvipetala,"perennial herb or subshrub, up to 60 cm tall"
CAPPARIDACEAE,Cleome parvipetala-type,H,N,Cleome-type parvipetala,"perennial herb or subshrub, up to 60 cm tall"
CAPPARIDACEAE,Cleome ciliata-type,H,N,Cleome-type rutidosperma,annual herb 0.6-1 m high
CAPPARIDACEAE,Cleome cf. scaposa,H,N,Cleome-type scaposa,"annual or short-lived perennial herb, up to 30 cm tall"
CAPPARIDACEAE,Cleome scaposa,H,N,Cleome-type scaposa,"annual or short-lived perennial herb, up to 30 cm tall"
CAPPARIDACEAE,Cleome usambarica-type,H,N,Cleome-type usambarica,"annual herb, branched and erect, up to 1 m tall"
CAPPARIDACEAE,Crataeva,ST,A,Crateva adansonii,large deciduous shrub or shrubby tree 5-12 m tall
CAPPARIDACEAE,Crataeva adansonii,ST,A,Crateva adansonii,large deciduous shrub or shrubby tree 5-12 m tall
CAPPARIDACEAE,Crataeva-type adansonii,ST,A,Crateva adansonii,large deciduous shrub or shrubby tree 5-12 m tall
CAPPARIDACEAE,Crateva,ST,A,Crateva adansonii,large deciduous shrub or shrubby tree 5-12 m tall
CAPPARIDACEAE,Crateva adansonii,ST,A,Crateva adansonii,large deciduous shrub or shrubby tree 5-12 m tall
CAPPARIDACEAE,Crateva-type adansonii,ST,A,Crateva adansonii,large deciduous shrub or shrubby tree 5-12 m tall
